Id|DateCreated|DateUpdated|DeviceId|DeviceType|DeviceModel|RequestType|ImageUrl|Latitude|Longitude|City|State|ZipCode|Directionality|Description|StatusType|HasBeenForwarded|InitialBoundaryName
42276|6/4/2012 2:25:17 PM|9/23/2015 12:46:18 AM||Apple|iPhone 4S|Parks General Issue|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.336418000000000|-121.909660000000000|San Jose|CA|95126|I Don't Know|Both trash cans overflowing at Lenzen park. Corner of Lenzen and Stockton|Closed|True|Council District 6
42250|6/4/2012 2:48:40 AM|9/23/2015 12:46:37 AM||Apple|iPhone 4S|Homeless Encampment|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.313210000000000|-121.905220000000000|San Jose|CA|95126|I Don't Know|No|ReferredToDept|True|Council District 6
42242|6/4/2012 2:27:39 AM|9/23/2015 12:46:42 AM||Apple|iPhone 4S|Potholes|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.321033000000000|-121.909760000000000|San Jose|CA|95126|I Don't Know|No|ReferredToDept|True|Council District 6
42240|6/4/2012 2:10:20 AM|9/23/2015 12:46:44 AM||Apple|iPhone 4S|Other (Please Describe)|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.325459000000000|-121.898857000000000|San Jose|CA|95126|I Don't Know|Blight.|Closed|True|Council District 3
42236|6/4/2012 1:28:32 AM|9/23/2015 12:46:47 AM||Apple|iPhone 4S|Potholes|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.323307000000000|-121.911255000000000|San Jose|CA|95126|I Don't Know|Tripping hazard. Also danger to turning motorcycles.|ReferredToDept|True|Council District 6
42235|6/4/2012 1:12:35 AM|9/23/2015 12:46:48 AM||Apple|iPhone 4S|Other (Please Describe)|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.307461000000000|-121.931938000000000|San Jose|CA|95128|I Don't Know|Graffiti on sign and fence at back|Closed|True|Council District 6
42232|6/4/2012 1:08:36 AM|9/23/2015 12:46:50 AM||Apple|iPhone 4S|Illegal Trash / Dumping (Private Property)|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.316780000000000|-121.938690000000000|San Jose|CA|95128|I Don't Know|No|ReferredToDept|True|Council District 6
42230|6/4/2012 12:53:44 AM|9/23/2015 12:46:52 AM||Apple|iPhone 4S|Other (Please Describe)|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.317657000000000|-121.931679000000000|San Jose|CA|95128|I Don't Know|Sign coming down|ReferredToDept|True|Council District 6
42228|6/4/2012 12:47:52 AM|9/23/2015 12:46:54 AM||Apple|iPhone 4S|Illegal Signage (Roadway)|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.311108000000000|-121.931908000000000|San Jose|CA|95128|I Don't Know|Signs going up all over town. Needs pressure to get them to stop!!!|ReferredToDept|True|Council District 6
42222|6/3/2012 11:14:50 PM|9/23/2015 12:46:59 AM||Apple|iPhone 4|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.319824000000000|-121.931953000000000|Burbank|CA|95128|I Don't Know|Graffitti on light in median south side of intersection|ReferredToDept|True|Council District 6
42212|6/3/2012 9:45:05 PM|9/23/2015 12:47:07 AM||Apple|iPhone 4S|Illegal Signage (Roadway)|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.261189000000000|-121.918823000000000|San Jose|CA|95124|I Don't Know|This company has been blighting our neighborhood with illegal advertising on electrical poles. (hillsdale, camden, ross)Could we please fine them for city code violation? Thank you - the business address is listed below Faux Glow, 1403 Camden ave, Campbell / phone: 408 334 8715|Closed|True|Council District 9
42172|6/3/2012 2:25:57 AM|9/23/2015 12:47:38 AM||Apple|iPhone 4 (CDMA)|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.308990000000000|-121.957573000000000|San Jose|CA|95117|I Don't Know|Light post on Williams Rd|ReferredToDept|True|Council District 1
42171|6/3/2012 2:18:45 AM|9/23/2015 12:47:38 AM||Apple|iPhone 4 (CDMA)|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.308945000000000|-121.960213000000000|San Jose|CA|95117|I Don't Know|Light post|ReferredToDept|True|Council District 1
42137|6/2/2012 11:02:33 PM|9/23/2015 12:47:58 AM||Apple|iPhone 4|Other (Please Describe)|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.320938000000000|-121.917213000000000|San Jose|CA|95126|I Don't Know|Blight to neighborhood|ReferredToDept|True|Council District 6
42135|6/2/2012 10:58:41 PM|9/23/2015 12:48:00 AM||Apple|iPhone 4|Other (Please Describe)|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.320942000000000|-121.917236000000000|San Jose|CA|95126|I Don't Know|Please patrol area|Closed|False|Council District 6
42134|6/2/2012 10:56:45 PM|9/23/2015 12:48:01 AM||Apple|iPhone 4|Illegal Trash / Dumping (Roadway)|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.320919000000000|-121.917244000000000|San Jose|CA|95126|I Don't Know|Please patrol area|Closed|True|Council District 6
42121|6/2/2012 9:19:30 PM|9/23/2015 12:48:09 AM||Apple|iPhone 4S|Graffiti Removal|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.287323000000000|-121.977013000000000|Campbell|CA|95008|I Don't Know|Switching box & bldg|Submitted|False|
42105|6/2/2012 7:37:25 PM|9/23/2015 12:48:21 AM||Apple|iPhone 4|Illegal Trash / Dumping (Roadway)|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.225136000000000|-121.788956000000000|San Jose|CA|95119|I Don't Know|Trash on sidewalk|Closed|True|Council District 2
42101|6/2/2012 6:12:57 PM|9/23/2015 12:48:24 AM||Apple|iPhone 4S|Illegal Trash / Dumping (Private Property)|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.296371000000000|-121.954460000000000|San Jose|CA|95117|I Don't Know|Couch dumped|ReferredToDept|True|Council District 1
42074|6/2/2012 8:16:00 AM|9/23/2015 12:48:47 AM||Apple|iPhone 4S|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.316265000000000|-121.776192000000000|San Jose|CA|95135|I Don't Know|Tagging on wooden construction post. Cleaned up.|Received|False|Council District 8
42050|6/1/2012 11:11:55 PM|9/23/2015 12:49:07 AM||Apple|iPhone 4S|Parks General Issue|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.278366000000000|-121.856071000000000|San Jose|CA|95136|I Don't Know|Sprinklers on continually.|Closed|True|Council District 10
42034|6/1/2012 8:15:12 PM|9/23/2015 12:49:19 AM||Apple|iPhone 4S|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.322956000000000|-121.995453000000000|Santa Clara|CA|95051|I Don't Know|White paint graffiti on underpass pillars|ReferredToDept|False|Council District 1
42018|6/1/2012 5:05:46 PM|9/23/2015 12:49:31 AM||Apple|iPhone 4S|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.336159000000000|-121.857346000000000|San Jose|CA|95122|I Don't Know|Huge tagging on the back of the S280 freeway sign. Please clean|ReferredToDept|True|Council District 7
42016|6/1/2012 5:04:09 PM|9/23/2015 12:49:33 AM||Apple|iPhone 4S|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.315876000000000|-121.779327000000000|San Jose|CA|95148|I Don't Know|'Chin' tag on sound wall. Please help clean. Thanks!|ReferredToDept|True|Council District 8
42014|6/1/2012 4:43:01 PM|9/23/2015 12:49:34 AM||Apple|iPhone 4S|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.306816000000000|-121.922180000000000|San Jose|CA|95128|I Don't Know|Large Tagging on wall and surrounding areas. Please clean. Thanks|ReferredToDept|True|Council District 6
42005|6/1/2012 3:06:40 PM|9/23/2015 12:49:40 AM||Apple|iPhone 4|Illegally Parked In Driveway|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.398792000000000|-121.859985000000000|San Jose|CA|95132|I Don't Know|License Plate 6NXC153. After repeated warnings this car continues to park here, blocking our driveway at 2889 Bellini Court. Owner of the car lives at 2883 Bellini Court.|Received|False|Council District 4
41996|6/1/2012 1:11:18 PM|9/23/2015 12:49:47 AM||Apple|iPhone 4|Abandoned Shopping Cart|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.348946000000000|-121.849007000000000|San Jose|CA|95116|I Don't Know|Abandon cart with trash blocking sidewalk|ReferredToDept|True|Council District 5
41983|6/1/2012 3:15:21 AM|9/23/2015 12:49:57 AM||Android|Droid|Other (Please Describe)|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.274051666259766|-121.913597106933600|San Jose|CA|95124|South|stop sign / street sign bent|ReferredToDept|True|Council District 9
41969|6/1/2012 2:11:09 AM|9/23/2015 12:50:05 AM||Apple|iPhone 4S|Illegal Trash / Dumping (Roadway)|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.372677000000000|-121.816971000000000|San Jose|CA|95127|I Don't Know|Army type box left on sidewalk|Closed|True|Council District 5
41962|6/1/2012 12:26:08 AM|9/23/2015 12:50:08 AM||Apple|iPhone 4 (CDMA)|Plants / Yard Clippings|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.313782000000000|-121.942627000000000|San Jose|CA|95128|I Don't Know|Fire hazard|ReferredToDept|True|Council District 6
41953|5/31/2012 10:18:37 PM|9/23/2015 12:50:13 AM||Apple|iPhone 4S|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.326752000000000|-121.808014000000000|San Jose|CA|95148|I Don't Know|Uh|ReferredToDept|True|Council District 8
41943|5/31/2012 9:02:09 PM|9/23/2015 12:50:20 AM||Apple|iPhone 4S|Illegal Signage (Roadway)|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.323780000000000|-121.932037000000000|San Jose|CA|95128|I Don't Know|These signs are popping up all over. Need someone to our pressure on them.|ReferredToDept|True|Council District 6
41855|5/30/2012 10:33:44 PM|9/23/2015 12:51:18 AM||Apple|iPhone 4|Graffiti Removal|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.323071000000000|-121.999802000000000|Santa Clara|CA|95051|I Don't Know|This is actually Stevens creek underpass under Lawrence Expressway.|Submitted|False|
41770|5/30/2012 1:11:38 AM|9/23/2015 12:52:24 AM||Apple|iPhone 4S|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.305309000000000|-121.777130000000000|San Jose|CA|95135|I Don't Know|Tagging on light pole. Wiped clean today|ReferredToDept|True|Council District 8
41721|5/29/2012 10:45:17 PM|9/23/2015 12:52:51 AM||Apple|iPhone 4|Abandoned Car|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.311455000000000|-121.917824000000000|San Jose|CA|95128|I Don't Know|Blue Nissan Quest blocking Drive way entrance car has not moved in 14 days. Liences 4ETE426|ReferredToDept|True|Council District 6
41694|5/29/2012 5:38:36 PM|9/23/2015 12:53:11 AM||Apple|iPhone 4|Roadway Cleaning|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.137020000000000|-121.967720000000000|Los Gatos|CA|95033|I Don't Know|Ddd|Submitted|False|
41690|5/29/2012 5:09:55 PM|9/23/2015 12:53:12 AM||Apple|iPhone 4S|Illegally Parked Car|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.322582000000000|-121.921677000000000|San Jose|CA|95128|I Don't Know|Euro auto import employee using menker as company parking lot. Please cite and fine|Received|False|Council District 6
41680|5/29/2012 3:51:28 PM|9/23/2015 12:53:18 AM||Apple|iPhone 4S|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.305283000000000|-121.813049000000000|San Jose|CA|95121|I Don't Know|Gang graffiti by the entrance to silvercreek mobile estates|ReferredToDept|True|Council District 8
41588|5/28/2012 4:24:31 AM|9/23/2015 12:54:34 AM||Apple|iPhone 4 (CDMA)|Streetlight Out/Broken|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.294540000000000|-121.912773000000000|San Jose|CA|95125|I Don't Know|Street light is out|Closed|True|Council District 6
41447|5/26/2012 9:11:08 PM|9/23/2015 12:56:20 AM||Apple|iPhone 4S|Illegal Signage (Roadway)|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.261913000000000|-121.919891000000000|San Jose|CA|95124|I Don't Know|Illegal advertising|Closed|True|Council District 9
41415|5/26/2012 6:55:56 AM|9/23/2015 12:56:44 AM||Apple|iPhone 4S|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.313457000000000|-121.765678000000000|San Jose|CA|95135|I Don't Know|Slap tags all over no parking sign. Please help remove the stickers. Thanks|ReferredToDept|True|Council District 8
41401|5/26/2012 1:21:20 AM|9/23/2015 12:56:54 AM||Apple|iPhone 4S|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.261520000000000|-121.911461000000000|San Jose|CA|95124|I Don't Know|Graffiti on street light pole|ReferredToDept|True|Council District 9
41391|5/25/2012 10:25:36 PM|9/23/2015 12:57:01 AM||Apple|iPhone 4S|Illegal Signage (Roadway)|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.275730000000000|-121.861725000000000|San Jose|CA|95136|I Don't Know|No|Closed|True|Council District 10
41355|5/25/2012 6:08:01 PM|9/23/2015 12:57:16 AM||Apple|iPhone 4 (CDMA)|Plants / Yard Clippings|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.403419000000000|-121.869812000000000|San Jose|CA|95132|I Don't Know|N/A|ReferredToDept|True|Council District 4
41354|5/25/2012 6:06:46 PM|9/23/2015 12:57:16 AM||Apple|iPhone 4 (CDMA)|Plants / Yard Clippings|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.405777000000000|-121.872528000000000|San Jose|CA|95132|I Don't Know|N/a|ReferredToDept|True|Council District 4
41353|5/25/2012 6:01:00 PM|9/23/2015 12:57:18 AM||Apple|iPhone 4 (CDMA)|Illegally Parked Car|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.407242000000000|-121.876106000000000|San Jose|CA|95132|I Don't Know|This car is parked on the street without moving. It has been parked here for months.|ReferredToDept|False|Council District 4
41352|5/25/2012 5:59:41 PM|9/23/2015 12:57:18 AM||Apple|iPhone 4 (CDMA)|Dilapidated Home|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.407242000000000|-121.876106000000000|San Jose|CA|95132|I Don't Know|Junk car parked in driveway, lawn not cared for, weeds growing tall (foxtails- health hazard to animals), etc.|Closed|True|Council District 4
41324|5/25/2012 4:01:23 AM|9/23/2015 12:57:38 AM||Apple|iPhone 4S|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.312611000000000|-121.769432000000000|San Jose|CA|95135|I Don't Know|Large Tagging on utility box. Please clean. Thanks!|ReferredToDept|True|Council District 8
41303|5/24/2012 9:37:29 PM|9/23/2015 12:57:54 AM||Apple|iPhone 4|Abandoned Shopping Cart|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.310715000000000|-121.959908000000000|San Jose|CA|95117|I Don't Know|Abandoned shopping cart|ReferredToDept|False|Council District 1
41269|5/24/2012 2:40:42 PM|9/23/2015 12:58:19 AM||Blackberry|9800|Plants / Trees Trimming|http://cdn.freedomspeaks.com/FileStorage/2012-05/db83e95a640840d89060a47cd23964a6.jpg|37.330418000000000|-121.881041000000000|San Jose|CA|95112|North|corner of 5th St and William St|Submitted|False|Council District 3
41241|5/24/2012 2:27:05 AM|9/23/2015 12:58:39 AM||Apple|iPhone 4S|Plants / Trees Trimming|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.343918000000000|-121.896408000000000|San Jose|CA|95110|I Don't Know|Fallen tree branch on sidewalk|Closed|True|Council District 3
41210|5/23/2012 6:35:23 PM|9/23/2015 12:59:01 AM||Apple|iPhone 4S|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.270367000000000|-121.987534000000000|Campbell|CA|95008|I Don't Know|2 stop signs obscured by posters, 1 facing eastbound, 1 westbound|ReferredToDept|True|Council District 1
41178|5/23/2012 7:17:49 AM|9/23/2015 12:59:25 AM||Apple|iPhone 4S|Graffiti - In Parks|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.315693000000000|-121.770760000000000|San Jose|CA|95135|I Don't Know|Graffiti and litter everywhere in this quiet little park. Please clean, Need more police presence in this area at night. Thanks!|ReferredToDept|True|Council District 8
41177|5/23/2012 7:15:37 AM|9/23/2015 12:59:26 AM||Apple|iPhone 4S|Graffiti - In Parks|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.315681000000000|-121.770683000000000|San Jose|CA|95135|I Don't Know|Tagging all over park. Please help clean. Thanks!|ReferredToDept|True|Council District 8
41176|5/23/2012 7:13:50 AM|9/23/2015 12:59:26 AM||Apple|iPhone 4S|Graffiti - In Parks|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.315678000000000|-121.770821000000000|San Jose|CA|95135|I Don't Know|Tagging all over park. Please help clean. Thanks!|ReferredToDept|True|Council District 8
41175|5/23/2012 7:12:39 AM|9/23/2015 12:59:27 AM||Apple|iPhone 4S|Graffiti - In Parks|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.315723000000000|-121.770676000000000|San Jose|CA|95135|I Don't Know|Graffiti all over this park. Please clean. Thanks!|ReferredToDept|True|Council District 8
41174|5/23/2012 7:11:31 AM|9/23/2015 12:59:27 AM||Apple|iPhone 4S|Graffiti - In Parks|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.315739000000000|-121.770737000000000|San Jose|CA|95135|I Don't Know|Tagging all over park and play structure. Please help clean. Thanks|ReferredToDept|True|Council District 8
41173|5/23/2012 7:09:58 AM|9/23/2015 12:59:28 AM||Apple|iPhone 4S|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.315166000000000|-121.765762000000000|San Jose|CA|95135|I Don't Know|Tag on bottom of light pole. Cleaned up.|ReferredToDept|True|Council District 8
41085|5/22/2012 1:29:32 AM|9/23/2015 1:00:27 AM||Apple|iPhone 4|Parks General Issue|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.354706000000000|-121.895531000000000|San Jose|CA|95112|I Don't Know|Dear City of SJ, This is why the grass at Bernal Park has been destroyed. Please send somebody out after 5pm on weekdays to stop these games. Thanks!|ReferredToDept|True|Council District 3
41028|5/21/2012 3:47:20 PM|9/23/2015 1:01:12 AM||Web|Online Report|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.328141900000000|-121.917028000000000|San Jose|CA|95126|Unknown|Park and Martin; utility box; black graffiti on beige box|ReferredToDept|True|Council District 6
40993|5/21/2012 1:01:32 AM|9/23/2015 1:01:41 AM||Apple|iPhone 4S|Plants / Trees Dying|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.329201000000000|-121.935478000000000|San Jose|CA|95128|I Don't Know|This oak tree seems to be dead. We are concerned about it dropping branches or falling over|ReferredToDept|True|Council District 6
40970|5/20/2012 5:18:49 AM|9/23/2015 1:01:59 AM||Apple|iPhone 4S|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.314640000000000|-121.769089000000000|San Jose|CA|95135|I Don't Know|Graffiti on back of stop sign. Cleaned up already|Received|False|Council District 8
40933|5/19/2012 5:47:52 PM|9/23/2015 1:02:27 AM||Apple|iPhone 4|Illegally Parked Car|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.323024000000000|-121.921786000000000|San Jose|CA|95128|I Don't Know|Car is blocking driveway|Received|False|Council District 6
40898|5/19/2012 1:12:48 AM|9/23/2015 1:03:00 AM||Apple|iPhone 4S|Graffiti|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.312767000000000|-121.871956000000000|San Jose|CA|95110|I Don't Know|Graffiti on sidewalk|ReferredToDept|True|Council District 7
40897|5/19/2012 1:10:04 AM|9/23/2015 1:03:00 AM||Apple|iPhone 4S|Graffiti - In Parks|http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg|37.312057000000000|-121.872574000000000|San Jose|CA|95110|I Don't Know|Broken and graffiti.|ReferredToDept|True|Council District 7
